Image ID,Label,Defect Type
bruised_plum_273,defective,bruised
bruised_plum_274,defective,bruised
bruised_plum_275,defective,bruised
bruised_plum_276,defective,bruised
bruised_plum_277,defective,bruised
bruised_plum_278,defective,bruised
bruised_plum_279,defective,bruised
bruised_plum_280,defective,bruised
bruised_plum_281,defective,bruised
bruised_plum_282,defective,bruised
bruised_plum_283,defective,bruised
bruised_plum_284,defective,bruised
bruised_plum_285,defective,bruised
bruised_plum_286,defective,bruised
bruised_plum_287,defective,bruised
bruised_plum_288,defective,bruised
bruised_plum_289,defective,bruised
bruised_plum_290,defective,bruised
bruised_plum_291,defective,bruised
bruised_plum_292,defective,bruised
bruised_plum_293,defective,bruised
bruised_plum_294,defective,bruised
bruised_plum_295,defective,bruised
bruised_plum_296,defective,bruised
bruised_plum_297,defective,bruised
bruised_plum_298,defective,bruised
bruised_plum_299,defective,bruised
bruised_plum_300,defective,bruised
bruised_plum_301,defective,bruised
bruised_plum_302,defective,bruised
bruised_plum_303,defective,bruised
bruised_plum_304,defective,bruised
bruised_plum_305,defective,bruised
bruised_plum_306,defective,bruised
bruised_plum_307,defective,bruised
bruised_plum_308,defective,bruised
bruised_plum_309,defective,bruised
bruised_plum_310,defective,bruised
bruised_plum_311,defective,bruised
bruised_plum_312,defective,bruised
bruised_plum_313,defective,bruised
bruised_plum_314,defective,bruised
bruised_plum_315,defective,bruised
bruised_plum_316,defective,bruised
bruised_plum_317,defective,bruised
bruised_plum_318,defective,bruised
bruised_plum_319,defective,bruised
cracked_plum_1,defective,cracked
cracked_plum_2,defective,cracked
cracked_plum_3,defective,cracked
cracked_plum_4,defective,cracked
cracked_plum_5,defective,cracked
cracked_plum_6,defective,cracked
cracked_plum_7,defective,cracked
cracked_plum_8,defective,cracked
cracked_plum_9,defective,cracked
cracked_plum_10,defective,cracked
cracked_plum_11,defective,cracked
cracked_plum_12,defective,cracked
cracked_plum_13,defective,cracked
cracked_plum_14,defective,cracked
cracked_plum_15,defective,cracked
cracked_plum_16,defective,cracked
cracked_plum_17,defective,cracked
cracked_plum_18,defective,cracked
cracked_plum_19,defective,cracked
cracked_plum_20,defective,cracked
cracked_plum_21,defective,cracked
cracked_plum_22,defective,cracked
cracked_plum_23,defective,cracked
cracked_plum_24,defective,cracked
cracked_plum_25,defective,cracked
cracked_plum_26,defective,cracked
cracked_plum_27,defective,cracked
cracked_plum_28,defective,cracked
cracked_plum_29,defective,cracked
cracked_plum_30,defective,cracked
cracked_plum_31,defective,cracked
cracked_plum_32,defective,cracked
cracked_plum_33,defective,cracked
cracked_plum_34,defective,cracked
cracked_plum_35,defective,cracked
cracked_plum_36,defective,cracked
cracked_plum_37,defective,cracked
cracked_plum_38,defective,cracked
cracked_plum_39,defective,cracked
cracked_plum_40,defective,cracked
cracked_plum_41,defective,cracked
cracked_plum_42,defective,cracked
cracked_plum_43,defective,cracked
cracked_plum_44,defective,cracked
cracked_plum_45,defective,cracked
cracked_plum_46,defective,cracked
cracked_plum_47,defective,cracked
cracked_plum_48,defective,cracked
cracked_plum_49,defective,cracked
cracked_plum_50,defective,cracked
cracked_plum_51,defective,cracked
cracked_plum_52,defective,cracked
cracked_plum_53,defective,cracked
cracked_plum_54,defective,cracked
cracked_plum_55,defective,cracked
cracked_plum_56,defective,cracked
cracked_plum_57,defective,cracked
cracked_plum_58,defective,cracked
cracked_plum_59,defective,cracked
cracked_plum_60,defective,cracked
cracked_plum_61,defective,cracked
cracked_plum_62,defective,cracked
cracked_plum_63,defective,cracked
cracked_plum_64,defective,cracked
cracked_plum_65,defective,cracked
cracked_plum_66,defective,cracked
cracked_plum_67,defective,cracked
cracked_plum_68,defective,cracked
cracked_plum_69,defective,cracked
cracked_plum_70,defective,cracked
cracked_plum_71,defective,cracked
cracked_plum_72,defective,cracked
cracked_plum_73,defective,cracked
cracked_plum_74,defective,cracked
cracked_plum_75,defective,cracked
cracked_plum_76,defective,cracked
cracked_plum_77,defective,cracked
cracked_plum_78,defective,cracked
cracked_plum_79,defective,cracked
cracked_plum_80,defective,cracked
cracked_plum_81,defective,cracked
cracked_plum_82,defective,cracked
cracked_plum_83,defective,cracked
cracked_plum_84,defective,cracked
cracked_plum_85,defective,cracked
cracked_plum_86,defective,cracked
cracked_plum_87,defective,cracked
cracked_plum_88,defective,cracked
cracked_plum_89,defective,cracked
cracked_plum_90,defective,cracked
cracked_plum_91,defective,cracked
cracked_plum_92,defective,cracked
cracked_plum_93,defective,cracked
cracked_plum_94,defective,cracked
cracked_plum_95,defective,cracked
cracked_plum_96,defective,cracked
cracked_plum_97,defective,cracked
cracked_plum_98,defective,cracked
cracked_plum_99,defective,cracked
cracked_plum_100,defective,cracked
cracked_plum_101,defective,cracked
cracked_plum_102,defective,cracked
cracked_plum_103,defective,cracked
cracked_plum_104,defective,cracked
cracked_plum_105,defective,cracked
cracked_plum_106,defective,cracked
cracked_plum_107,defective,cracked
cracked_plum_108,defective,cracked
cracked_plum_109,defective,cracked
cracked_plum_110,defective,cracked
cracked_plum_111,defective,cracked
cracked_plum_112,defective,cracked
cracked_plum_113,defective,cracked
cracked_plum_114,defective,cracked
cracked_plum_115,defective,cracked
cracked_plum_116,defective,cracked
cracked_plum_117,defective,cracked
cracked_plum_118,defective,cracked
cracked_plum_119,defective,cracked
cracked_plum_120,defective,cracked
cracked_plum_121,defective,cracked
cracked_plum_122,defective,cracked
cracked_plum_123,defective,cracked
cracked_plum_124,defective,cracked
cracked_plum_125,defective,cracked
cracked_plum_126,defective,cracked
cracked_plum_127,defective,cracked
cracked_plum_128,defective,cracked
cracked_plum_129,defective,cracked
cracked_plum_130,defective,cracked
cracked_plum_131,defective,cracked
cracked_plum_132,defective,cracked
cracked_plum_133,defective,cracked
cracked_plum_134,defective,cracked
cracked_plum_135,defective,cracked
cracked_plum_136,defective,cracked
cracked_plum_137,defective,cracked
cracked_plum_138,defective,cracked
cracked_plum_139,defective,cracked
cracked_plum_140,defective,cracked
cracked_plum_141,defective,cracked
cracked_plum_142,defective,cracked
cracked_plum_143,defective,cracked
cracked_plum_144,defective,cracked
cracked_plum_145,defective,cracked
cracked_plum_146,defective,cracked
cracked_plum_147,defective,cracked
cracked_plum_148,defective,cracked
cracked_plum_149,defective,cracked
cracked_plum_150,defective,cracked
cracked_plum_151,defective,cracked
cracked_plum_152,defective,cracked
cracked_plum_153,defective,cracked
cracked_plum_154,defective,cracked
cracked_plum_155,defective,cracked
cracked_plum_156,defective,cracked
cracked_plum_157,defective,cracked
cracked_plum_158,defective,cracked
cracked_plum_159,defective,cracked
cracked_plum_160,defective,cracked
cracked_plum_161,defective,cracked
cracked_plum_162,defective,cracked
rotten_plum_1,defective,rotten
rotten_plum_2,defective,rotten
rotten_plum_3,defective,rotten
rotten_plum_4,defective,rotten
rotten_plum_5,defective,rotten
rotten_plum_6,defective,rotten
rotten_plum_7,defective,rotten
rotten_plum_8,defective,rotten
rotten_plum_9,defective,rotten
rotten_plum_10,defective,rotten
rotten_plum_11,defective,rotten
rotten_plum_12,defective,rotten
rotten_plum_13,defective,rotten
rotten_plum_14,defective,rotten
rotten_plum_15,defective,rotten
rotten_plum_16,defective,rotten
rotten_plum_17,defective,rotten
rotten_plum_18,defective,rotten
rotten_plum_19,defective,rotten
rotten_plum_20,defective,rotten
rotten_plum_21,defective,rotten
rotten_plum_22,defective,rotten
rotten_plum_23,defective,rotten
rotten_plum_24,defective,rotten
rotten_plum_25,defective,rotten
rotten_plum_26,defective,rotten
rotten_plum_27,defective,rotten
rotten_plum_28,defective,rotten
rotten_plum_29,defective,rotten
rotten_plum_30,defective,rotten
rotten_plum_31,defective,rotten
rotten_plum_32,defective,rotten
rotten_plum_33,defective,rotten
rotten_plum_34,defective,rotten
rotten_plum_35,defective,rotten
rotten_plum_36,defective,rotten
rotten_plum_37,defective,rotten
rotten_plum_38,defective,rotten
rotten_plum_39,defective,rotten
rotten_plum_40,defective,rotten
rotten_plum_41,defective,rotten
rotten_plum_42,defective,rotten
rotten_plum_43,defective,rotten
rotten_plum_44,defective,rotten
rotten_plum_45,defective,rotten
rotten_plum_46,defective,rotten
rotten_plum_47,defective,rotten
rotten_plum_48,defective,rotten
rotten_plum_49,defective,rotten
rotten_plum_50,defective,rotten
rotten_plum_51,defective,rotten
rotten_plum_52,defective,rotten
rotten_plum_53,defective,rotten
rotten_plum_54,defective,rotten
rotten_plum_55,defective,rotten
rotten_plum_56,defective,rotten
rotten_plum_57,defective,rotten
rotten_plum_58,defective,rotten
rotten_plum_59,defective,rotten
rotten_plum_60,defective,rotten
rotten_plum_61,defective,rotten
rotten_plum_62,defective,rotten
rotten_plum_63,defective,rotten
rotten_plum_64,defective,rotten
rotten_plum_65,defective,rotten
rotten_plum_66,defective,rotten
rotten_plum_67,defective,rotten
rotten_plum_68,defective,rotten
rotten_plum_69,defective,rotten
rotten_plum_70,defective,rotten
rotten_plum_71,defective,rotten
rotten_plum_72,defective,rotten
rotten_plum_73,defective,rotten
rotten_plum_74,defective,rotten
rotten_plum_75,defective,rotten
rotten_plum_76,defective,rotten
rotten_plum_77,defective,rotten
rotten_plum_78,defective,rotten
rotten_plum_79,defective,rotten
rotten_plum_80,defective,rotten
rotten_plum_81,defective,rotten
rotten_plum_82,defective,rotten
rotten_plum_83,defective,rotten
rotten_plum_84,defective,rotten
rotten_plum_85,defective,rotten
rotten_plum_86,defective,rotten
rotten_plum_87,defective,rotten
rotten_plum_88,defective,rotten
rotten_plum_89,defective,rotten
rotten_plum_90,defective,rotten
rotten_plum_91,defective,rotten
rotten_plum_92,defective,rotten
rotten_plum_93,defective,rotten
rotten_plum_94,defective,rotten
rotten_plum_95,defective,rotten
rotten_plum_96,defective,rotten
rotten_plum_97,defective,rotten
rotten_plum_98,defective,rotten
rotten_plum_99,defective,rotten
rotten_plum_100,defective,rotten
rotten_plum_101,defective,rotten
rotten_plum_102,defective,rotten
rotten_plum_103,defective,rotten
rotten_plum_104,defective,rotten
rotten_plum_105,defective,rotten
rotten_plum_106,defective,rotten
rotten_plum_107,defective,rotten
rotten_plum_108,defective,rotten
rotten_plum_109,defective,rotten
rotten_plum_110,defective,rotten
rotten_plum_111,defective,rotten
rotten_plum_112,defective,rotten
rotten_plum_113,defective,rotten
rotten_plum_114,defective,rotten
rotten_plum_115,defective,rotten
rotten_plum_116,defective,rotten
rotten_plum_117,defective,rotten
rotten_plum_118,defective,rotten
rotten_plum_119,defective,rotten
rotten_plum_120,defective,rotten
rotten_plum_121,defective,rotten
rotten_plum_122,defective,rotten
rotten_plum_123,defective,rotten
rotten_plum_124,defective,rotten
rotten_plum_125,defective,rotten
rotten_plum_126,defective,rotten
rotten_plum_127,defective,rotten
rotten_plum_128,defective,rotten
rotten_plum_129,defective,rotten
rotten_plum_130,defective,rotten
rotten_plum_131,defective,rotten
rotten_plum_132,defective,rotten
rotten_plum_133,defective,rotten
rotten_plum_134,defective,rotten
rotten_plum_135,defective,rotten
rotten_plum_136,defective,rotten
rotten_plum_137,defective,rotten
rotten_plum_138,defective,rotten
rotten_plum_139,defective,rotten
rotten_plum_140,defective,rotten
rotten_plum_141,defective,rotten
rotten_plum_142,defective,rotten
rotten_plum_143,defective,rotten
rotten_plum_144,defective,rotten
rotten_plum_145,defective,rotten
rotten_plum_146,defective,rotten
rotten_plum_147,defective,rotten
rotten_plum_148,defective,rotten
rotten_plum_149,defective,rotten
rotten_plum_150,defective,rotten
rotten_plum_151,defective,rotten
rotten_plum_152,defective,rotten
rotten_plum_153,defective,rotten
rotten_plum_154,defective,rotten
rotten_plum_155,defective,rotten
rotten_plum_156,defective,rotten
rotten_plum_157,defective,rotten
rotten_plum_158,defective,rotten
rotten_plum_159,defective,rotten
rotten_plum_160,defective,rotten
rotten_plum_161,defective,rotten
rotten_plum_162,defective,rotten
rotten_plum_163,defective,rotten
rotten_plum_164,defective,rotten
rotten_plum_165,defective,rotten
rotten_plum_166,defective,rotten
rotten_plum_167,defective,rotten
rotten_plum_168,defective,rotten
rotten_plum_169,defective,rotten
rotten_plum_170,defective,rotten
rotten_plum_171,defective,rotten
rotten_plum_172,defective,rotten
rotten_plum_173,defective,rotten
rotten_plum_174,defective,rotten
rotten_plum_175,defective,rotten
rotten_plum_176,defective,rotten
rotten_plum_177,defective,rotten
rotten_plum_178,defective,rotten
rotten_plum_179,defective,rotten
rotten_plum_180,defective,rotten
rotten_plum_181,defective,rotten
rotten_plum_182,defective,rotten
rotten_plum_183,defective,rotten
rotten_plum_184,defective,rotten
rotten_plum_185,defective,rotten
rotten_plum_186,defective,rotten
rotten_plum_187,defective,rotten
rotten_plum_188,defective,rotten
rotten_plum_189,defective,rotten
rotten_plum_190,defective,rotten
rotten_plum_191,defective,rotten
rotten_plum_192,defective,rotten
rotten_plum_193,defective,rotten
rotten_plum_194,defective,rotten
rotten_plum_195,defective,rotten
rotten_plum_196,defective,rotten
rotten_plum_197,defective,rotten
rotten_plum_198,defective,rotten
rotten_plum_199,defective,rotten
rotten_plum_200,defective,rotten
rotten_plum_201,defective,rotten
rotten_plum_202,defective,rotten
rotten_plum_203,defective,rotten
rotten_plum_204,defective,rotten
rotten_plum_205,defective,rotten
rotten_plum_206,defective,rotten
rotten_plum_207,defective,rotten
rotten_plum_208,defective,rotten
rotten_plum_209,defective,rotten
rotten_plum_210,defective,rotten
rotten_plum_211,defective,rotten
rotten_plum_212,defective,rotten
rotten_plum_213,defective,rotten
rotten_plum_214,defective,rotten
rotten_plum_215,defective,rotten
rotten_plum_216,defective,rotten
rotten_plum_217,defective,rotten
rotten_plum_218,defective,rotten
rotten_plum_219,defective,rotten
rotten_plum_220,defective,rotten
rotten_plum_221,defective,rotten
rotten_plum_222,defective,rotten
rotten_plum_223,defective,rotten
rotten_plum_224,defective,rotten
rotten_plum_225,defective,rotten
rotten_plum_226,defective,rotten
rotten_plum_227,defective,rotten
rotten_plum_228,defective,rotten
rotten_plum_229,defective,rotten
rotten_plum_230,defective,rotten
rotten_plum_231,defective,rotten
rotten_plum_232,defective,rotten
rotten_plum_233,defective,rotten
rotten_plum_234,defective,rotten
rotten_plum_235,defective,rotten
rotten_plum_236,defective,rotten
rotten_plum_237,defective,rotten
rotten_plum_238,defective,rotten
rotten_plum_239,defective,rotten
rotten_plum_240,defective,rotten
rotten_plum_241,defective,rotten
rotten_plum_242,defective,rotten
rotten_plum_243,defective,rotten
rotten_plum_244,defective,rotten
rotten_plum_245,defective,rotten
rotten_plum_246,defective,rotten
rotten_plum_247,defective,rotten
rotten_plum_248,defective,rotten
rotten_plum_249,defective,rotten
rotten_plum_250,defective,rotten
rotten_plum_251,defective,rotten
rotten_plum_252,defective,rotten
rotten_plum_253,defective,rotten
rotten_plum_254,defective,rotten
rotten_plum_255,defective,rotten
rotten_plum_256,defective,rotten
rotten_plum_257,defective,rotten
rotten_plum_258,defective,rotten
rotten_plum_259,defective,rotten
rotten_plum_260,defective,rotten
rotten_plum_261,defective,rotten
rotten_plum_262,defective,rotten
rotten_plum_263,defective,rotten
rotten_plum_264,defective,rotten
rotten_plum_265,defective,rotten
rotten_plum_266,defective,rotten
rotten_plum_267,defective,rotten
rotten_plum_268,defective,rotten
rotten_plum_269,defective,rotten
rotten_plum_270,defective,rotten
rotten_plum_271,defective,rotten
rotten_plum_272,defective,rotten
rotten_plum_273,defective,rotten
rotten_plum_274,defective,rotten
rotten_plum_275,defective,rotten
rotten_plum_276,defective,rotten
rotten_plum_277,defective,rotten
rotten_plum_278,defective,rotten
rotten_plum_279,defective,rotten
rotten_plum_280,defective,rotten
rotten_plum_281,defective,rotten
rotten_plum_282,defective,rotten
rotten_plum_283,defective,rotten
rotten_plum_284,defective,rotten
rotten_plum_285,defective,rotten
rotten_plum_286,defective,rotten
rotten_plum_287,defective,rotten
rotten_plum_288,defective,rotten
rotten_plum_289,defective,rotten
rotten_plum_290,defective,rotten
rotten_plum_291,defective,rotten
rotten_plum_292,defective,rotten
rotten_plum_293,defective,rotten
rotten_plum_294,defective,rotten
rotten_plum_295,defective,rotten
rotten_plum_296,defective,rotten
rotten_plum_297,defective,rotten
rotten_plum_298,defective,rotten
rotten_plum_299,defective,rotten
rotten_plum_300,defective,rotten
rotten_plum_301,defective,rotten
rotten_plum_302,defective,rotten
rotten_plum_303,defective,rotten
rotten_plum_304,defective,rotten
rotten_plum_305,defective,rotten
rotten_plum_306,defective,rotten
rotten_plum_307,defective,rotten
rotten_plum_308,defective,rotten
rotten_plum_309,defective,rotten
rotten_plum_310,defective,rotten
rotten_plum_311,defective,rotten
rotten_plum_312,defective,rotten
rotten_plum_313,defective,rotten
rotten_plum_314,defective,rotten
rotten_plum_315,defective,rotten
rotten_plum_316,defective,rotten
rotten_plum_317,defective,rotten
rotten_plum_318,defective,rotten
rotten_plum_319,defective,rotten
rotten_plum_320,defective,rotten
rotten_plum_321,defective,rotten
rotten_plum_322,defective,rotten
rotten_plum_323,defective,rotten
rotten_plum_324,defective,rotten
rotten_plum_325,defective,rotten
rotten_plum_326,defective,rotten
rotten_plum_327,defective,rotten
rotten_plum_328,defective,rotten
rotten_plum_329,defective,rotten
rotten_plum_330,defective,rotten
rotten_plum_331,defective,rotten
rotten_plum_332,defective,rotten
rotten_plum_333,defective,rotten
rotten_plum_334,defective,rotten
rotten_plum_335,defective,rotten
rotten_plum_336,defective,rotten
rotten_plum_337,defective,rotten
rotten_plum_338,defective,rotten
rotten_plum_339,defective,rotten
rotten_plum_340,defective,rotten
rotten_plum_341,defective,rotten
rotten_plum_342,defective,rotten
rotten_plum_343,defective,rotten
rotten_plum_344,defective,rotten
rotten_plum_345,defective,rotten
rotten_plum_346,defective,rotten
rotten_plum_347,defective,rotten
rotten_plum_348,defective,rotten
rotten_plum_349,defective,rotten
rotten_plum_350,defective,rotten
rotten_plum_351,defective,rotten
rotten_plum_352,defective,rotten
rotten_plum_353,defective,rotten
rotten_plum_354,defective,rotten
rotten_plum_355,defective,rotten
rotten_plum_356,defective,rotten
rotten_plum_357,defective,rotten
rotten_plum_358,defective,rotten
rotten_plum_359,defective,rotten
rotten_plum_360,defective,rotten
rotten_plum_361,defective,rotten
rotten_plum_362,defective,rotten
rotten_plum_363,defective,rotten
rotten_plum_364,defective,rotten
rotten_plum_365,defective,rotten
rotten_plum_366,defective,rotten
rotten_plum_367,defective,rotten
rotten_plum_368,defective,rotten
rotten_plum_369,defective,rotten
rotten_plum_370,defective,rotten
rotten_plum_371,defective,rotten
rotten_plum_372,defective,rotten
rotten_plum_373,defective,rotten
rotten_plum_374,defective,rotten
rotten_plum_375,defective,rotten
rotten_plum_376,defective,rotten
rotten_plum_377,defective,rotten
rotten_plum_378,defective,rotten
rotten_plum_379,defective,rotten
rotten_plum_380,defective,rotten
rotten_plum_381,defective,rotten
rotten_plum_382,defective,rotten
rotten_plum_383,defective,rotten
rotten_plum_384,defective,rotten
rotten_plum_385,defective,rotten
rotten_plum_386,defective,rotten
rotten_plum_387,defective,rotten
rotten_plum_388,defective,rotten
rotten_plum_389,defective,rotten
rotten_plum_390,defective,rotten
rotten_plum_391,defective,rotten
rotten_plum_392,defective,rotten
